VP	Trial	Wort
20	1	Jacke
20	2	Rabe
20	3	Igel
20	4	Kirche
20	5	Tiger
20	6	Fahrer
20	7	Karte
20	8	Tasche
20	9	Affe
20	10	Leiter
20	11	Nudel
20	12	Pilot
20	13	Fliege
20	14	Wecker	
20	15	Eimer
20	16	Zange
20	17	Auto
20	18	Onkel
20	19	Dreieck
20	20	Sportler
20	1	Jacke
20	2	Rabe
20	3	Igel
20	4	Kirche
20	5	Tiger
20	6	Fahrer
20	7	Karte
20	8	Tasche
20	9	Affe
20	10	Leiter
20	11	Nudel
20	12	Pilot
20	13	Fliege
20	14	Wecker	
20	15	Eimer
20	16	Zange
20	17	Auto
20	18	Onkel
20	19	Dreieck
20	20	Sportler
