VP	Trial	Wort
64	1	Igel
64	2	Pilot
64	3	Onkel
64	4	Nudel
64	5	Fliege
64	6	Leiter
64	7	Rabe
64	8	Sportler
64	9	Tiger
64	10	Kirche
64	11	Tasche
64	12	Jacke
64	13	Fahrer
64	14	Dreieck
64	15	Auto
64	16	Affe
64	17	Zange
64	18	Karte
64	19	Eimer
64	20	Wecker	
64	1	Igel
64	2	Pilot
64	3	Onkel
64	4	Nudel
64	5	Fliege
64	6	Leiter
64	7	Rabe
64	8	Sportler
64	9	Tiger
64	10	Kirche
64	11	Tasche
64	12	Jacke
64	13	Fahrer
64	14	Dreieck
64	15	Auto
64	16	Affe
64	17	Zange
64	18	Karte
64	19	Eimer
64	20	Wecker	
