VP	Trial	Wort
18	1	Fliege
18	2	Karte
18	3	Leiter
18	4	Auto
18	5	Nudel
18	6	Dreieck
18	7	Fahrer
18	8	Kirche
18	9	Onkel
18	10	Affe
18	11	Tasche
18	12	Tiger
18	13	Rabe
18	14	Sportler
18	15	Eimer
18	16	Igel
18	17	Pilot
18	18	Zange
18	19	Wecker	
18	20	Jacke
18	1	Fliege
18	2	Karte
18	3	Leiter
18	4	Auto
18	5	Nudel
18	6	Dreieck
18	7	Fahrer
18	8	Kirche
18	9	Onkel
18	10	Affe
18	11	Tasche
18	12	Tiger
18	13	Rabe
18	14	Sportler
18	15	Eimer
18	16	Igel
18	17	Pilot
18	18	Zange
18	19	Wecker	
18	20	Jacke
