VP	Trial	Wort
45	1	Jacke
45	2	Tasche
45	3	Sportler
45	4	Leiter
45	5	Igel
45	6	Tiger
45	7	Affe
45	8	Auto
45	9	Rabe
45	10	Nudel
45	11	Fliege
45	12	Onkel
45	13	Fahrer
45	14	Karte
45	15	Zange
45	16	Eimer
45	17	Dreieck
45	18	Wecker	
45	19	Pilot
45	20	Kirche
45	1	Jacke
45	2	Tasche
45	3	Sportler
45	4	Leiter
45	5	Igel
45	6	Tiger
45	7	Affe
45	8	Auto
45	9	Rabe
45	10	Nudel
45	11	Fliege
45	12	Onkel
45	13	Fahrer
45	14	Karte
45	15	Zange
45	16	Eimer
45	17	Dreieck
45	18	Wecker	
45	19	Pilot
45	20	Kirche
