VP	Trial	Wort
76	1	Rabe
76	2	Leiter
76	3	Jacke
76	4	Sportler
76	5	Affe
76	6	Igel
76	7	Nudel
76	8	Zange
76	9	Wecker	
76	10	Eimer
76	11	Karte
76	12	Pilot
76	13	Tasche
76	14	Dreieck
76	15	Fliege
76	16	Fahrer
76	17	Kirche
76	18	Tiger
76	19	Onkel
76	20	Auto
76	1	Rabe
76	2	Leiter
76	3	Jacke
76	4	Sportler
76	5	Affe
76	6	Igel
76	7	Nudel
76	8	Zange
76	9	Wecker	
76	10	Eimer
76	11	Karte
76	12	Pilot
76	13	Tasche
76	14	Dreieck
76	15	Fliege
76	16	Fahrer
76	17	Kirche
76	18	Tiger
76	19	Onkel
76	20	Auto
