VP	Trial	Wort
90	1	Igel
90	2	Nudel
90	3	Tiger
90	4	Zange
90	5	Tasche
90	6	Leiter
90	7	Rabe
90	8	Onkel
90	9	Eimer
90	10	Auto
90	11	Affe
90	12	Kirche
90	13	Sportler
90	14	Fliege
90	15	Dreieck
90	16	Pilot
90	17	Fahrer
90	18	Jacke
90	19	Wecker	
90	20	Karte
90	1	Igel
90	2	Nudel
90	3	Tiger
90	4	Zange
90	5	Tasche
90	6	Leiter
90	7	Rabe
90	8	Onkel
90	9	Eimer
90	10	Auto
90	11	Affe
90	12	Kirche
90	13	Sportler
90	14	Fliege
90	15	Dreieck
90	16	Pilot
90	17	Fahrer
90	18	Jacke
90	19	Wecker	
90	20	Karte
