VP	Trial	Wort
87	1	Fahrer
87	2	Zange
87	3	Wecker	
87	4	Dreieck
87	5	Jacke
87	6	Auto
87	7	Leiter
87	8	Affe
87	9	Fliege
87	10	Eimer
87	11	Karte
87	12	Igel
87	13	Pilot
87	14	Rabe
87	15	Tasche
87	16	Nudel
87	17	Onkel
87	18	Tiger
87	19	Sportler
87	20	Kirche
87	1	Fahrer
87	2	Zange
87	3	Wecker	
87	4	Dreieck
87	5	Jacke
87	6	Auto
87	7	Leiter
87	8	Affe
87	9	Fliege
87	10	Eimer
87	11	Karte
87	12	Igel
87	13	Pilot
87	14	Rabe
87	15	Tasche
87	16	Nudel
87	17	Onkel
87	18	Tiger
87	19	Sportler
87	20	Kirche
