VP	Trial	Wort
74	1	Zange
74	2	Onkel
74	3	Affe
74	4	Leiter
74	5	Jacke
74	6	Pilot
74	7	Wecker	
74	8	Nudel
74	9	Tiger
74	10	Fahrer
74	11	Eimer
74	12	Auto
74	13	Fliege
74	14	Dreieck
74	15	Igel
74	16	Karte
74	17	Tasche
74	18	Kirche
74	19	Rabe
74	20	Sportler
74	1	Zange
74	2	Onkel
74	3	Affe
74	4	Leiter
74	5	Jacke
74	6	Pilot
74	7	Wecker	
74	8	Nudel
74	9	Tiger
74	10	Fahrer
74	11	Eimer
74	12	Auto
74	13	Fliege
74	14	Dreieck
74	15	Igel
74	16	Karte
74	17	Tasche
74	18	Kirche
74	19	Rabe
74	20	Sportler
