VP	Trial	Wort
28	1	Pilot
28	2	Jacke
28	3	Wecker	
28	4	Zange
28	5	Affe
28	6	Rabe
28	7	Tiger
28	8	Auto
28	9	Fahrer
28	10	Sportler
28	11	Fliege
28	12	Karte
28	13	Eimer
28	14	Onkel
28	15	Dreieck
28	16	Tasche
28	17	Nudel
28	18	Igel
28	19	Kirche
28	20	Leiter
28	1	Pilot
28	2	Jacke
28	3	Wecker	
28	4	Zange
28	5	Affe
28	6	Rabe
28	7	Tiger
28	8	Auto
28	9	Fahrer
28	10	Sportler
28	11	Fliege
28	12	Karte
28	13	Eimer
28	14	Onkel
28	15	Dreieck
28	16	Tasche
28	17	Nudel
28	18	Igel
28	19	Kirche
28	20	Leiter
