VP	Trial	Wort
84	1	Affe
84	2	Fahrer
84	3	Igel
84	4	Leiter
84	5	Eimer
84	6	Tasche
84	7	Sportler
84	8	Jacke
84	9	Fliege
84	10	Onkel
84	11	Nudel
84	12	Rabe
84	13	Wecker	
84	14	Pilot
84	15	Dreieck
84	16	Auto
84	17	Karte
84	18	Tiger
84	19	Kirche
84	20	Zange
84	1	Affe
84	2	Fahrer
84	3	Igel
84	4	Leiter
84	5	Eimer
84	6	Tasche
84	7	Sportler
84	8	Jacke
84	9	Fliege
84	10	Onkel
84	11	Nudel
84	12	Rabe
84	13	Wecker	
84	14	Pilot
84	15	Dreieck
84	16	Auto
84	17	Karte
84	18	Tiger
84	19	Kirche
84	20	Zange
