VP	Trial	Wort
79	1	Tiger
79	2	Leiter
79	3	Wecker	
79	4	Fliege
79	5	Fahrer
79	6	Nudel
79	7	Sportler
79	8	Kirche
79	9	Onkel
79	10	Dreieck
79	11	Affe
79	12	Eimer
79	13	Karte
79	14	Pilot
79	15	Jacke
79	16	Zange
79	17	Igel
79	18	Auto
79	19	Rabe
79	20	Tasche
79	1	Tiger
79	2	Leiter
79	3	Wecker	
79	4	Fliege
79	5	Fahrer
79	6	Nudel
79	7	Sportler
79	8	Kirche
79	9	Onkel
79	10	Dreieck
79	11	Affe
79	12	Eimer
79	13	Karte
79	14	Pilot
79	15	Jacke
79	16	Zange
79	17	Igel
79	18	Auto
79	19	Rabe
79	20	Tasche
