VP	Trial	Wort
77	1	Nudel
77	2	Fliege
77	3	Zange
77	4	Sportler
77	5	Igel
77	6	Tiger
77	7	Kirche
77	8	Leiter
77	9	Pilot
77	10	Auto
77	11	Karte
77	12	Wecker	
77	13	Fahrer
77	14	Dreieck
77	15	Jacke
77	16	Eimer
77	17	Rabe
77	18	Onkel
77	19	Affe
77	20	Tasche
77	1	Nudel
77	2	Fliege
77	3	Zange
77	4	Sportler
77	5	Igel
77	6	Tiger
77	7	Kirche
77	8	Leiter
77	9	Pilot
77	10	Auto
77	11	Karte
77	12	Wecker	
77	13	Fahrer
77	14	Dreieck
77	15	Jacke
77	16	Eimer
77	17	Rabe
77	18	Onkel
77	19	Affe
77	20	Tasche
