VP	Trial	Wort
72	1	Eimer
72	2	Pilot
72	3	Nudel
72	4	Onkel
72	5	Jacke
72	6	Tasche
72	7	Rabe
72	8	Fliege
72	9	Tiger
72	10	Sportler
72	11	Kirche
72	12	Karte
72	13	Auto
72	14	Affe
72	15	Leiter
72	16	Dreieck
72	17	Zange
72	18	Fahrer
72	19	Wecker	
72	20	Igel
72	1	Eimer
72	2	Pilot
72	3	Nudel
72	4	Onkel
72	5	Jacke
72	6	Tasche
72	7	Rabe
72	8	Fliege
72	9	Tiger
72	10	Sportler
72	11	Kirche
72	12	Karte
72	13	Auto
72	14	Affe
72	15	Leiter
72	16	Dreieck
72	17	Zange
72	18	Fahrer
72	19	Wecker	
72	20	Igel
