VP	Trial	Wort
31	1	Zange
31	2	Auto
31	3	Sportler
31	4	Jacke
31	5	Affe
31	6	Fahrer
31	7	Nudel
31	8	Wecker	
31	9	Dreieck
31	10	Tasche
31	11	Igel
31	12	Fliege
31	13	Rabe
31	14	Tiger
31	15	Leiter
31	16	Onkel
31	17	Eimer
31	18	Pilot
31	19	Kirche
31	20	Karte
31	1	Zange
31	2	Auto
31	3	Sportler
31	4	Jacke
31	5	Affe
31	6	Fahrer
31	7	Nudel
31	8	Wecker	
31	9	Dreieck
31	10	Tasche
31	11	Igel
31	12	Fliege
31	13	Rabe
31	14	Tiger
31	15	Leiter
31	16	Onkel
31	17	Eimer
31	18	Pilot
31	19	Kirche
31	20	Karte
