VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
19	1	1	Haifisch	1	2	2	4	2424	1
19	1	2	Eimer	2	1	1	2	1211	1
19	1	3	Fliege	2	1	1	2	1220	1
19	1	4	Affe	2	1	1	2	2574	1
19	1	5	Zeitung	1	99	99	99	99	0
19	1	6	Paket	1	99	99	99	99	0
19	1	7	Ampel	1	1	1	1	2803	1
19	1	8	Geige	1	1	1	1	2865	1
19	1	9	Biene	1	1	1	1	2924	1
19	1	10	Katze	1	1	1	1	2679	1
19	1	11	Tiger	2	2	2	3	1981	1
19	1	12	Nilpferd	1	1	1	1	2595	1
19	1	13	Maler	1	1	1	1	3385	1
19	1	14	Raupe	1	2	2	4	2599	1
19	1	15	Adler	1	1	1	1	1897	1
19	1	16	Faden	1	1	1	1	3483	1
19	1	17	Sportler	2	2	2	3	2693	1
19	1	18	Wecker	2	2	2	3	2023	1
19	1	19	Tante	1	1	1	1	1816	1
19	1	20	Fahrer	2	2	2	3	2047	1
19	1	21	Pilot	2	2	2	3	1589	1
19	1	22	Dreieck	2	2	2	3	1197	1
19	1	23	Ente	1	1	1	1	1381	1
19	1	24	Hose 	1	1	1	1	1131	1
19	1	25	Leiter	2	2	2	3	905	1
19	1	26	Seife	1	1	1	1	1857	1
19	1	27	Sofa	1	1	1	1	2002	1
19	1	28	Nudel	2	2	2	3	1875	1
19	1	29	Kirche	2	2	2	3	1404	1
19	1	30	Auto	2	2	2	3	1507	1
19	1	31	Rabe	2	1	1	2	2066	1
19	1	32	Schnecke	1	1	1	1	2377	1
19	1	33	Flasche	1	1	1	1	2404	1
19	1	34	Karte	2	2	2	3	1688	1
19	1	35	Jacke	2	2	2	3	1361	1
19	1	36	Igel	2	2	2	3	1225	1
19	1	37	Zange	2	2	2	3	1677	1
19	1	38	Onkel	2	2	2	3	2134	1
19	1	39	Deckel	1	1	1	1	2585	1
19	1	40	Tasche	2	1	1	2	2543	1
