VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
9	2	1	Geige	1	1	2	1	1004	3
9	2	2	Maler	1	2	2	1	1554	1
9	2	3	Biene	1	2	2	1	2013	1
9	2	4	Fahrer	2	1	1	3	1313	2
9	2	5	Tasche	2	1	1	3	2634	2
9	2	6	Nilpferd	1	2	2	1	1667	2
9	2	7	Dreieck	2	1	1	3	1934	2
9	2	8	Sofa	1	2	2	1	1480	2
9	2	9	Jacke	2	1	1	3	3962	1
9	2	10	Onkel	2	2	1	3	1797	2
9	2	11	Nudel	2	1	1	3	1105	1
9	2	12	Leiter	2	1	1	3	1479	2
9	2	13	Tiger	2	1	1	3	870	3
9	2	14	Faden	1	2	2	1	1612	1
9	2	15	Raupe	1	2	2	1	1817	2
9	2	16	Rabe	2	1	1	3	1188	2
9	2	17	Katze	1	2	2	1	1583	1
9	2	18	Igel	2	1	1	3	2705	1
9	2	19	Wecker	2	2	2	2	3019	1
9	2	20	Auto	2	2	2	2	1736	1
9	2	21	Zange	2	1	1	3	1312	1
9	2	22	Haifisch	1	2	2	1	2650	3
9	2	23	Zeitung	1	2	2	1	1803	1
9	2	24	Tante	1	2	2	1	837	1
9	2	25	Hose 	1	2	2	1	972	1
9	2	26	Sportler	2	1	1	3	1087	2
9	2	27	Flasche	1	2	2	1	1655	1
9	2	28	Pilot	2	2	1	3	3297	3
9	2	29	Ampel	1	2	2	1	1969	1
9	2	30	Schnecke	1	2	2	1	1584	1
9	2	31	Paket	1	2	2	1	3408	1
9	2	32	Fliege	2	2	2	2	2703	3
9	2	33	Deckel	1	2	2	1	1853	2
9	2	34	Affe	2	1	1	3	1444	1
9	2	35	Seife	1	2	2	1	1621	1
9	2	36	Ente	1	2	2	1	1546	1
9	2	37	Eimer	2	1	1	3	1509	1
9	2	38	Adler	1	2	2	1	1040	1
9	2	39	Kirche	2	1	1	3	2174	1
9	2	40	Karte	2	2	2	2	2364	3
