VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
20	1	1	Zeitung	1	1	1	1	1204	2
20	1	2	Tasche	2	2	2	3	811	1
20	1	3	Rabe	2	2	2	3	1255	1
20	1	4	Fahrer	2	2	2	3	959	1
20	1	5	Haifisch	1	1	1	1	987	1
20	1	6	Maler	1	1	1	1	1130	1
20	1	7	Adler	1	1	1	1	1121	1
20	1	8	Tiger	2	2	2	3	1191	1
20	1	9	Kirche	2	2	2	3	1070	1
20	1	10	Ampel	1	99	99	99	99	0
20	1	11	Deckel	1	99	99	99	99	0
20	1	12	Leiter	2	99	99	99	99	0
20	1	13	Sofa	1	2	2	4	1089	1
20	1	14	Wecker	2	2	2	3	2051	1
20	1	15	Nudel	2	2	2	3	1047	1
20	1	16	Seife	1	99	99	99	99	0
20	1	17	Ente	1	2	2	4	1248	1
20	1	18	Fliege	2	2	2	3	980	1
20	1	19	Flasche	1	2	2	4	1139	1
20	1	20	Katze	1	99	99	99	99	0
20	1	21	Jacke	2	2	2	3	847	1
20	1	22	Geige	1	99	99	99	99	0
20	1	23	Zange	2	2	2	3	2930	1
20	1	24	Raupe	1	99	99	99	99	0
20	1	25	Nilpferd	1	99	99	99	99	0
20	1	26	Auto	2	2	2	3	1072	1
20	1	27	Igel	2	2	2	3	1075	1
20	1	28	Pilot	2	2	2	3	1187	1
20	1	29	Schnecke	1	1	1	1	1392	1
20	1	30	Onkel	2	2	2	3	1056	1
20	1	31	Hose 	1	1	1	1	967	1
20	1	32	Sportler	2	2	2	3	996	1
20	1	33	Faden	1	1	1	1	781	1
20	1	34	Tante	1	1	1	1	911	1
20	1	35	Affe	2	2	2	3	940	1
20	1	36	Dreieck	2	2	2	3	1515	1
20	1	37	Biene	1	1	1	1	989	1
20	1	38	Karte	2	1	1	2	860	1
20	1	39	Eimer	2	2	2	3	2065	1
20	1	40	Paket	1	1	1	1	893	1
