VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
77	1	1	Ampel	1	1	1	1	1576	2
77	1	2	Biene	1	1	1	1	998	1
77	1	3	Katze	1	1	1	1	913	1
77	1	4	Rabe	2	1	1	2	1809	1
77	1	5	Fahrer	2	2	2	3	1220	1
77	1	6	Ente	1	1	1	1	1023	1
77	1	7	Wecker	2	2	2	3	1093	2
77	1	8	Sportler	2	2	2	3	1667	2
77	1	9	Deckel	1	1	1	1	1130	1
77	1	10	Flasche	1	1	1	1	1154	1
77	1	11	Schnecke	1	1	1	1	1293	3
77	1	12	Tiger	2	2	2	3	836	1
77	1	13	Haifisch	1	1	1	1	2417	1
77	1	14	Tante	1	1	1	1	1634	1
77	1	15	Zange	2	2	2	3	1374	1
77	1	16	Eimer	2	1	2	3	1322	2
77	1	17	Raupe	1	2	2	4	972	1
77	1	18	Nudel	2	2	2	3	677	1
77	1	19	Adler	1	2	2	4	1013	1
77	1	20	Dreieck	2	2	2	3	2539	1
77	1	21	Sofa	1	2	2	4	1781	1
77	1	22	Affe	2	1	1	2	1098	1
77	1	23	Seife	1	2	2	4	1774	1
77	1	24	Paket	1	1	1	1	1923	1
77	1	25	Hose 	1	1	1	1	751	1
77	1	26	Maler	1	2	2	4	1145	1
77	1	27	Pilot	2	2	1	2	319	4
77	1	28	Igel	2	1	1	2	1307	1
77	1	29	Nilpferd	1	2	1	1	1458	4
77	1	30	Geige	1	1	1	1	1588	1
77	1	31	Jacke	2	2	2	3	2083	2
77	1	32	Leiter	2	2	2	3	3104	1
77	1	33	Kirche	2	1	1	2	2667	1
77	1	34	Auto	2	2	2	3	1852	1
77	1	35	Onkel	2	2	2	3	803	1
77	1	36	Zeitung	1	1	1	1	1771	1
77	1	37	Karte	2	1	1	2	897	1
77	1	38	Faden	1	1	1	1	1043	1
77	1	39	Tasche	2	2	2	3	1127	1
77	1	40	Fliege	2	1	1	2	1387	1
