VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
11	1	1	Wecker	2	2	2	3	1378	2
11	1	2	Sportler	2	2	2	3	1213	1
11	1	3	Fahrer	2	2	2	3	990	1
11	1	4	Igel	2	2	2	3	985	1
11	1	5	Affe	2	2	2	3	983	1
11	1	6	Hose 	1	2	2	4	1083	1
11	1	7	Nilpferd	1	1	1	1	1264	1
11	1	8	Onkel	2	2	2	3	1440	1
11	1	9	Raupe	1	1	1	1	1031	1
11	1	10	Fliege	2	2	2	3	1187	1
11	1	11	Zeitung	1	1	1	1	1038	1
11	1	12	Auto	2	2	2	3	877	1
11	1	13	Paket	1	1	1	1	913	1
11	1	14	Ente	1	1	1	1	1654	1
11	1	15	Tasche	2	2	2	3	828	1
11	1	16	Dreieck	2	2	2	3	1154	2
11	1	17	Deckel	1	1	1	1	2710	1
11	1	18	Jacke	2	2	2	3	1073	1
11	1	19	Adler	1	1	1	1	1094	1
11	1	20	Tante	1	1	1	1	4262	1
11	1	21	Biene	1	1	1	1	1112	1
11	1	22	Sofa	1	1	1	1	1176	1
11	1	23	Schnecke	1	1	1	1	911	1
11	1	24	Nudel	2	2	2	3	1369	1
11	1	25	Maler	1	1	1	1	1911	1
11	1	26	Ampel	1	1	1	1	1174	1
11	1	27	Kirche	2	2	2	3	911	1
11	1	28	Faden	1	1	1	1	1125	1
11	1	29	Zange	2	2	2	3	1371	1
11	1	30	Tiger	2	2	2	3	1033	1
11	1	31	Karte	2	2	2	3	1076	1
11	1	32	Leiter	2	2	2	3	1047	1
11	1	33	Rabe	2	2	2	3	4109	1
11	1	34	Flasche	1	1	1	1	1409	1
11	1	35	Eimer	2	2	2	3	1086	1
11	1	36	Pilot	2	2	2	3	989	1
11	1	37	Seife	1	1	1	1	1108	1
11	1	38	Geige	1	1	1	1	856	1
11	1	39	Haifisch	1	1	1	1	1132	1
11	1	40	Katze	1	1	1	1	4506	1
