VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
25	2	1	Seife	1	2	2	1	1081	1
25	2	2	Zeitung	1	2	2	1	1849	1
25	2	3	Rabe	2	1	1	3	710	1
25	2	4	Tiger	2	1	1	3	866	1
25	2	5	Leiter	2	1	1	3	877	1
25	2	6	Igel	2	1	1	3	782	1
25	2	7	Geige	1	2	2	1	833	1
25	2	8	Haifisch	1	2	2	1	1264	1
25	2	9	Schnecke	1	2	2	1	1830	1
25	2	10	Onkel	2	1	1	3	1247	1
25	2	11	Eimer	2	1	1	3	720	1
25	2	12	Fahrer	2	1	1	3	1136	1
25	2	13	Raupe	1	1	1	4	1867	1
25	2	14	Affe	2	1	1	3	667	1
25	2	15	Tante	1	2	2	1	918	1
25	2	16	Ente	1	2	2	1	1424	1
25	2	17	Auto	2	1	1	3	2446	1
25	2	18	Katze	1	2	2	1	1053	1
25	2	19	Paket	1	2	2	1	898	1
25	2	20	Fliege	2	1	1	3	987	1
25	2	21	Adler	1	2	2	1	2433	1
25	2	22	Hose 	1	2	2	1	1491	1
25	2	23	Nudel	2	1	1	3	1392	1
25	2	24	Dreieck	2	1	1	3	1456	1
25	2	25	Sofa	1	2	2	1	793	1
25	2	26	Jacke	2	2	2	2	1406	1
25	2	27	Deckel	1	2	2	1	1218	1
25	2	28	Kirche	2	1	1	3	1443	1
25	2	29	Faden	1	2	2	1	1513	1
25	2	30	Tasche	2	1	1	3	1486	1
25	2	31	Ampel	1	2	2	1	826	1
25	2	32	Sportler	2	1	1	3	967	1
25	2	33	Biene	1	2	2	1	923	1
25	2	34	Pilot	2	2	1	3	3267	2
25	2	35	Flasche	1	2	1	4	920	2
25	2	36	Wecker	2	1	1	3	686	1
25	2	37	Maler	1	2	2	1	949	1
25	2	38	Karte	2	2	2	2	2902	1
25	2	39	Nilpferd	1	2	2	1	1164	1
25	2	40	Zange	2	1	1	3	1434	1
