VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
8	2	1	Rabe	2	2	1	3	1444	3
8	2	2	Pilot	2	1	1	3	927	1
8	2	3	Faden	1	2	2	1	1387	1
8	2	4	Maler	1	2	2	1	1069	1
8	2	5	Sofa	1	2	2	1	1224	1
8	2	6	Adler	1	2	2	1	1675	1
8	2	7	Auto	2	1	1	3	1435	1
8	2	8	Eimer	2	1	1	3	1382	1
8	2	9	Flasche	1	2	2	1	2721	1
8	2	10	Deckel	1	2	2	1	1359	1
8	2	11	Tasche	2	1	1	3	932	1
8	2	12	Nudel	2	1	1	3	1430	2
8	2	13	Jacke	2	1	1	3	996	1
8	2	14	Dreieck	2	1	1	3	1016	1
8	2	15	Ampel	1	2	2	1	1757	1
8	2	16	Ente	1	2	2	1	1064	1
8	2	17	Kirche	2	2	2	2	1270	1
8	2	18	Nilpferd	1	2	2	1	1744	1
8	2	19	Affe	2	1	1	3	1211	2
8	2	20	Karte	2	2	1	3	2879	2
8	2	21	Katze	1	2	2	1	2053	1
8	2	22	Paket	1	2	2	1	1123	2
8	2	23	Geige	1	2	2	1	3064	1
8	2	24	Raupe	1	2	2	1	2219	1
8	2	25	Leiter	2	1	1	3	2021	1
8	2	26	Haifisch	1	2	2	1	1276	1
8	2	27	Biene	1	2	2	1	1841	1
8	2	28	Sportler	2	1	1	3	1388	1
8	2	29	Igel	2	1	1	3	1719	1
8	2	30	Tante	1	2	2	1	2009	1
8	2	31	Fahrer	2	2	2	2	2882	1
8	2	32	Fliege	2	2	2	2	2585	1
8	2	33	Hose 	1	2	2	1	2421	1
8	2	34	Schnecke	1	2	2	1	4101	1
8	2	35	Zange	2	2	2	2	1023	1
8	2	36	Onkel	2	1	1	3	1036	1
8	2	37	Zeitung	1	2	2	1	1312	1
8	2	38	Seife	1	2	2	1	3868	1
8	2	39	Tiger	2	1	1	3	1085	1
8	2	40	Wecker	2	1	1	3	1365	1
