VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
36	2	1	Tiger	2	1	1	3	2648	1
36	2	2	Nilpferd	1	2	2	1	1471	1
36	2	3	Karte	2	1	1	3	962	1
36	2	4	Jacke	2	1	1	3	784	1
36	2	5	Deckel	1	2	2	1	2282	1
36	2	6	Pilot	2	1	1	3	1307	1
36	2	7	Raupe	1	2	2	1	4382	1
36	2	8	Affe	2	1	1	3	1428	1
36	2	9	Paket	1	2	2	1	2039	1
36	2	10	Igel	2	1	1	3	1139	1
36	2	11	Ente	1	2	2	1	1010	1
36	2	12	Sportler	2	1	1	3	1302	1
36	2	13	Onkel	2	1	1	3	976	1
36	2	14	Tasche	2	1	1	3	1483	1
36	2	15	Haifisch	1	2	2	1	1753	1
36	2	16	Seife	1	2	2	1	4042	1
36	2	17	Faden	1	2	2	1	2863	1
36	2	18	Wecker	2	1	1	3	2371	1
36	2	19	Maler	1	2	2	1	1786	1
36	2	20	Sofa	1	2	2	1	2278	1
36	2	21	Auto	2	1	1	3	2060	1
36	2	22	Katze	1	2	2	1	2464	1
36	2	23	Leiter	2	1	1	3	1350	1
36	2	24	Kirche	2	1	1	3	1209	1
36	2	25	Nudel	2	1	1	3	2160	1
36	2	26	Adler	1	2	2	1	3411	1
36	2	27	Schnecke	1	2	2	1	4100	1
36	2	28	Fliege	2	99	99	99	99	0
36	2	29	Zeitung	1	2	2	1	2111	1
36	2	30	Eimer	2	1	1	3	2405	1
36	2	31	Flasche	1	2	2	1	1492	1
36	2	32	Dreieck	2	1	1	3	1517	1
36	2	33	Biene	1	2	2	1	2212	1
36	2	34	Zange	2	1	1	3	1196	1
36	2	35	Fahrer	2	1	1	3	3032	1
36	2	36	Tante	1	2	2	1	2048	1
36	2	37	Rabe	2	1	1	3	1825	1
36	2	38	Ampel	1	1	1	4	2589	1
36	2	39	Geige	1	2	2	1	1314	1
36	2	40	Hose 	1	2	2	1	1458	1
