VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
4	2	1	Faden	1	2	2	1	1034	2
4	2	2	Jacke	2	2	2	2	2789	1
4	2	3	Leiter	2	1	1	3	1009	1
4	2	4	Biene	1	2	2	1	1078	1
4	2	5	Maler	1	1	1	4	1548	1
4	2	6	Deckel	1	2	2	1	1311	1
4	2	7	Nudel	2	1	1	3	1492	1
4	2	8	Zeitung	1	2	2	1	1229	1
4	2	9	Wecker	2	1	1	3	1422	1
4	2	10	Tiger	2	1	1	3	850	1
4	2	11	Tante	1	2	2	1	1251	1
4	2	12	Fliege	2	1	1	3	2097	1
4	2	13	Tasche	2	1	1	3	811	1
4	2	14	Flasche	1	2	2	1	2369	1
4	2	15	Ampel	1	2	2	1	1225	1
4	2	16	Hose 	1	2	2	1	3511	1
4	2	17	Ente	1	2	2	1	1062	1
4	2	18	Eimer	2	1	1	3	873	1
4	2	19	Rabe	2	1	1	3	703	1
4	2	20	Haifisch	1	2	2	1	948	1
4	2	21	Paket	1	2	2	1	1233	1
4	2	22	Sportler	2	1	1	3	651	1
4	2	23	Adler	1	1	1	4	1417	1
4	2	24	Schnecke	1	2	2	1	1925	1
4	2	25	Nilpferd	1	2	2	1	801	1
4	2	26	Onkel	2	1	1	3	1039	1
4	2	27	Katze	1	1	1	4	2084	1
4	2	28	Affe	2	1	1	3	1580	1
4	2	29	Seife	1	2	2	1	1474	1
4	2	30	Karte	2	2	2	2	962	1
4	2	31	Fahrer	2	1	1	3	949	1
4	2	32	Raupe	1	2	2	1	891	1
4	2	33	Sofa	1	2	2	1	1308	2
4	2	34	Kirche	2	1	1	3	1113	1
4	2	35	Dreieck	2	1	1	3	1061	1
4	2	36	Auto	2	1	1	3	959	1
4	2	37	Pilot	2	1	1	3	1283	1
4	2	38	Zange	2	1	1	3	1211	1
4	2	39	Igel	2	1	1	3	894	1
4	2	40	Geige	1	2	2	1	784	1
