VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
52	1	1	Schnecke	1	1	1	1	1159	1
52	1	2	Kirche	2	2	2	3	1133	1
52	1	3	Leiter	2	2	2	3	908	1
52	1	4	Zange	2	2	2	3	1357	1
52	1	5	Rabe	2	2	2	3	1040	1
52	1	6	Tiger	2	2	2	3	914	1
52	1	7	Auto	2	2	2	3	1216	1
52	1	8	Fahrer	2	2	2	3	1072	1
52	1	9	Affe	2	2	2	3	1105	1
52	1	10	Haifisch	1	1	1	1	1796	1
52	1	11	Hose 	1	2	1	1	2462	2
52	1	12	Flasche	1	2	2	4	1314	1
52	1	13	Seife	1	2	2	4	1672	1
52	1	14	Maler	1	2	2	4	1927	1
52	1	15	Raupe	1	2	2	4	2870	1
52	1	16	Ente	1	1	1	1	1035	1
52	1	17	Ampel	1	1	1	1	1663	1
52	1	18	Karte	2	2	2	3	1160	1
52	1	19	Tante	1	1	1	1	1093	1
52	1	20	Tasche	2	2	2	3	1047	1
52	1	21	Deckel	1	1	1	1	1370	1
52	1	22	Eimer	2	2	2	3	970	1
52	1	23	Igel	2	2	2	3	1235	1
52	1	24	Geige	1	2	2	4	2604	1
52	1	25	Sportler	2	2	2	3	1222	1
52	1	26	Paket	1	1	2	4	1729	2
52	1	27	Adler	1	1	1	1	1406	1
52	1	28	Dreieck	2	2	2	3	1945	1
52	1	29	Onkel	2	2	2	3	1027	1
52	1	30	Sofa	1	1	1	1	1565	1
52	1	31	Zeitung	1	2	2	4	1251	1
52	1	32	Fliege	2	2	2	3	1344	1
52	1	33	Nudel	2	2	2	3	993	1
52	1	34	Jacke	2	2	2	3	832	1
52	1	35	Biene	1	1	1	1	1564	1
52	1	36	Wecker	2	2	2	3	940	1
52	1	37	Katze	1	1	1	1	939	1
52	1	38	Nilpferd	1	1	1	1	933	1
52	1	39	Faden	1	1	1	1	1421	1
52	1	40	Pilot	2	2	2	3	974	1
