VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
53	1	1	Dreieck	2	2	2	3	3337	1
53	1	2	Leiter	2	2	2	3	1136	1
53	1	3	Nilpferd	1	1	1	1	928	1
53	1	4	Hose 	1	1	1	1	2344	1
53	1	5	Ente	1	1	1	1	1182	1
53	1	6	Katze	1	1	1	1	947	1
53	1	7	Auto	2	2	2	3	866	1
53	1	8	Kirche	2	2	2	3	673	1
53	1	9	Faden	1	1	1	1	936	1
53	1	10	Affe	2	2	2	3	1310	1
53	1	11	Ampel	1	1	1	1	3339	1
53	1	12	Rabe	2	2	2	3	880	1
53	1	13	Wecker	2	2	2	3	784	1
53	1	14	Zeitung	1	1	1	1	3440	1
53	1	15	Pilot	2	2	2	3	860	1
53	1	16	Igel	2	2	2	3	1285	1
53	1	17	Geige	1	1	1	1	1041	1
53	1	18	Raupe	1	1	1	1	948	1
53	1	19	Tiger	2	2	2	3	760	1
53	1	20	Zange	2	2	2	3	845	1
53	1	21	Fliege	2	2	2	3	743	1
53	1	22	Tasche	2	2	2	3	1043	1
53	1	23	Onkel	2	2	2	3	833	1
53	1	24	Jacke	2	1	1	2	1495	1
53	1	25	Schnecke	1	1	1	1	1189	1
53	1	26	Fahrer	2	1	1	2	4119	1
53	1	27	Biene	1	1	1	1	1058	1
53	1	28	Karte	2	2	2	3	3457	1
53	1	29	Eimer	2	1	1	2	2448	1
53	1	30	Tante	1	1	1	1	1444	1
53	1	31	Sportler	2	2	2	3	1023	1
53	1	32	Adler	1	1	1	1	1257	1
53	1	33	Flasche	1	1	1	1	1780	1
53	1	34	Haifisch	1	1	1	1	1389	1
53	1	35	Sofa	1	1	1	1	1279	1
53	1	36	Paket	1	1	1	1	1646	1
53	1	37	Maler	1	1	1	1	3014	1
53	1	38	Deckel	1	1	1	1	1101	1
53	1	39	Nudel	2	2	2	3	1219	1
53	1	40	Seife	1	1	1	1	2592	1
