VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
63	2	1	Tiger	2	1	1	3	1069	2
63	2	2	Auto	2	1	1	3	1840	1
63	2	3	Haifisch	1	2	2	1	698	1
63	2	4	Ampel	1	2	2	1	946	1
63	2	5	Flasche	1	2	2	1	799	1
63	2	6	Fliege	2	1	1	3	804	1
63	2	7	Sportler	2	1	1	3	1054	1
63	2	8	Pilot	2	1	1	3	1293	1
63	2	9	Rabe	2	1	1	3	1146	1
63	2	10	Eimer	2	1	1	3	1518	1
63	2	11	Igel	2	1	1	3	1385	1
63	2	12	Maler	1	2	2	1	1400	1
63	2	13	Wecker	2	1	1	3	2247	1
63	2	14	Paket	1	2	2	1	1204	1
63	2	15	Geige	1	2	2	1	1211	1
63	2	16	Leiter	2	1	1	3	1331	1
63	2	17	Adler	1	99	99	99	99	0
63	2	18	Nilpferd	1	2	2	1	894	1
63	2	19	Schnecke	1	2	2	1	1213	1
63	2	20	Onkel	2	1	1	3	815	1
63	2	21	Biene	1	2	2	1	834	1
63	2	22	Sofa	1	2	2	1	849	1
63	2	23	Tasche	2	1	1	3	2164	1
63	2	24	Zange	2	1	1	3	905	1
63	2	25	Jacke	2	2	2	2	2075	1
63	2	26	Fahrer	2	1	1	3	991	1
63	2	27	Faden	1	2	2	1	914	1
63	2	28	Dreieck	2	2	2	2	3326	1
63	2	29	Hose 	1	2	2	1	1046	1
63	2	30	Seife	1	2	2	1	4255	2
63	2	31	Zeitung	1	2	2	1	918	1
63	2	32	Nudel	2	2	2	2	1315	1
63	2	33	Raupe	1	2	2	1	2223	1
63	2	34	Deckel	1	2	2	1	822	1
63	2	35	Kirche	2	1	1	3	1047	1
63	2	36	Katze	1	2	2	1	1095	1
63	2	37	Tante	1	2	2	1	1296	1
63	2	38	Karte	2	1	1	3	1356	1
63	2	39	Ente	1	2	2	1	2124	1
63	2	40	Affe	2	2	2	2	2555	1
