VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
2	1	1	Geige	1	1	1	1	1262	1
2	1	2	Ente	1	1	1	1	1815	1
2	1	3	Tante	1	1	1	1	1465	1
2	1	4	Tasche	2	2	2	3	1567	1
2	1	5	Rabe	2	2	2	3	1614	1
2	1	6	Fliege	2	2	2	3	1428	1
2	1	7	Nudel	2	2	2	3	1443	1
2	1	8	Paket	1	1	1	1	1399	1
2	1	9	Flasche	1	1	1	1	1338	1
2	1	10	Deckel	1	1	1	1	1440	1
2	1	11	Maler	1	1	1	1	1054	1
2	1	12	Zeitung	1	1	1	1	1141	1
2	1	13	Adler	1	1	1	1	1553	1
2	1	14	Hose 	1	1	1	1	1335	1
2	1	15	Katze	1	1	1	1	1515	1
2	1	16	Haifisch	1	1	1	1	1451	1
2	1	17	Sportler	2	2	2	3	1382	1
2	1	18	Eimer	2	2	2	3	1359	1
2	1	19	Tiger	2	2	2	3	1242	1
2	1	20	Fahrer	2	2	2	3	1109	1
2	1	21	Jacke	2	2	2	3	1077	1
2	1	22	Onkel	2	2	2	3	1388	1
2	1	23	Leiter	2	2	2	3	1583	1
2	1	24	Affe	2	2	2	3	1270	1
2	1	25	Kirche	2	2	2	3	1177	1
2	1	26	Seife	1	1	1	1	2579	1
2	1	27	Schnecke	1	1	1	1	1577	1
2	1	28	Auto	2	2	2	3	1202	1
2	1	29	Wecker	2	2	2	3	1107	1
2	1	30	Sofa	1	1	1	1	1321	1
2	1	31	Zange	2	2	2	3	1179	1
2	1	32	Faden	1	1	1	1	1314	1
2	1	33	Biene	1	1	1	1	1858	1
2	1	34	Pilot	2	2	2	3	1229	1
2	1	35	Ampel	1	1	1	1	1479	1
2	1	36	Dreieck	2	2	2	3	1172	1
2	1	37	Raupe	1	1	1	1	1286	1
2	1	38	Nilpferd	1	1	1	1	1228	1
2	1	39	Karte	2	2	2	3	1124	1
2	1	40	Igel	2	2	2	3	1208	1
