VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
47	1	1	Ampel	1	99	99	99	99	0
47	1	2	Schnecke	1	1	1	1	2728	1
47	1	3	Maler	1	2	2	4	2396	1
47	1	4	Auto	2	2	2	3	1518	1
47	1	5	Karte	2	2	2	3	1414	1
47	1	6	Nilpferd	1	1	1	1	1584	1
47	1	7	Katze	1	2	2	4	2402	1
47	1	8	Hose 	1	1	1	1	1370	1
47	1	9	Leiter	2	1	1	2	1767	1
47	1	10	Faden	1	1	1	1	2757	1
47	1	11	Tiger	2	1	1	2	1132	1
47	1	12	Biene	1	1	1	1	1970	1
47	1	13	Wecker	2	2	2	3	1559	1
47	1	14	Eimer	2	1	1	2	1717	1
47	1	15	Tasche	2	2	2	3	1789	1
47	1	16	Zeitung	1	1	1	1	2144	1
47	1	17	Raupe	1	1	1	1	1651	1
47	1	18	Sofa	1	1	1	1	1476	1
47	1	19	Nudel	2	1	2	3	1900	2
47	1	20	Sportler	2	2	2	3	1663	1
47	1	21	Deckel	1	1	1	1	1628	1
47	1	22	Fahrer	2	1	1	2	1408	1
47	1	23	Tante	1	2	2	4	1911	1
47	1	24	Rabe	2	2	2	3	1208	1
47	1	25	Dreieck	2	1	2	3	2619	2
47	1	26	Adler	1	1	1	1	1858	1
47	1	27	Ente	1	1	1	1	1704	1
47	1	28	Seife	1	1	1	1	1610	1
47	1	29	Zange	2	1	2	3	1498	2
47	1	30	Fliege	2	2	2	3	1622	1
47	1	31	Pilot	2	1	2	3	1763	2
47	1	32	Jacke	2	2	2	3	1821	1
47	1	33	Flasche	1	1	1	1	2070	1
47	1	34	Onkel	2	1	2	3	2123	2
47	1	35	Igel	2	2	2	3	3069	1
47	1	36	Haifisch	1	1	1	1	3203	1
47	1	37	Kirche	2	2	2	3	3135	1
47	1	38	Geige	1	1	1	1	1746	1
47	1	39	Affe	2	2	2	3	1266	1
47	1	40	Paket	1	1	1	1	1161	1
