VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
85	2	1	Auto	2	99	99	99	99	0
85	2	2	Paket	1	1	1	4	3387	1
85	2	3	Wecker	2	1	1	3	3520	1
85	2	4	Leiter	2	1	1	3	1717	1
85	2	5	Flasche	1	2	2	1	2893	1
85	2	6	Ampel	1	1	1	4	1858	1
85	2	7	Affe	2	1	1	3	3457	1
85	2	8	Adler	1	2	2	1	1473	1
85	2	9	Dreieck	2	1	1	3	1051	3
85	2	10	Haifisch	1	2	2	1	1877	3
85	2	11	Raupe	1	2	2	1	1333	3
85	2	12	Tasche	2	1	1	3	3928	1
85	2	13	Katze	1	2	2	1	1985	4
85	2	14	Igel	2	1	1	3	820	4
85	2	15	Rabe	2	1	1	3	1040	3
85	2	16	Deckel	1	2	2	1	1516	8
85	2	17	Fahrer	2	1	1	3	1093	9
85	2	18	Maler	1	2	2	1	1632	10
85	2	19	Geige	1	2	2	1	896	7
85	2	20	Fliege	2	1	1	3	1556	15
85	2	21	Sofa	1	2	2	1	1657	9
85	2	22	Zeitung	1	2	2	1	1496	7
85	2	23	Schnecke	1	2	2	1	1254	8
85	2	24	Eimer	2	1	1	3	1507	7
85	2	25	Onkel	2	1	1	3	1559	10
85	2	26	Sportler	2	2	2	2	2717	11
85	2	27	Zange	2	1	1	3	2072	13
85	2	28	Biene	1	2	2	1	2132	10
85	2	29	Tiger	2	1	1	3	919	13
85	2	30	Nudel	2	1	1	3	1341	9
85	2	31	Faden	1	2	2	1	1796	7
85	2	32	Seife	1	2	2	1	2623	7
85	2	33	Jacke	2	1	1	3	1773	8
85	2	34	Pilot	2	1	1	3	1792	5
85	2	35	Ente	1	2	2	1	1275	4
85	2	36	Nilpferd	1	2	2	1	1487	5
85	2	37	Tante	1	2	2	1	1762	1
85	2	38	Kirche	2	2	2	2	1995	1
85	2	39	Karte	2	1	1	3	3507	1
85	2	40	Hose 	1	2	2	1	2288	1
