VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
84	1	1	Katze	1	1	1	1	4127	1
84	1	2	Faden	1	1	1	1	2229	1
84	1	3	Fahrer	2	2	2	3	1600	1
84	1	4	Kirche	2	2	2	3	2430	1
84	1	5	Igel	2	2	2	3	1568	1
84	1	6	Flasche	1	1	1	1	1587	1
84	1	7	Wecker	2	1	1	2	1806	1
84	1	8	Tasche	2	1	1	2	3031	1
84	1	9	Zeitung	1	1	1	1	1962	1
84	1	10	Ente	1	1	1	1	1170	1
84	1	11	Haifisch	1	1	1	1	1669	1
84	1	12	Schnecke	1	2	2	4	2840	1
84	1	13	Biene	1	1	1	1	1426	1
84	1	14	Sofa	1	1	1	1	1271	1
84	1	15	Fliege	2	2	2	3	2129	1
84	1	16	Nilpferd	1	1	1	1	1940	1
84	1	17	Pilot	2	2	2	3	1442	1
84	1	18	Eimer	2	2	2	3	1544	1
84	1	19	Auto	2	2	2	3	1066	1
84	1	20	Jacke	2	1	1	2	1510	1
84	1	21	Adler	1	1	1	1	1409	1
84	1	22	Nudel	2	2	2	3	1201	1
84	1	23	Maler	1	1	1	1	1481	1
84	1	24	Raupe	1	1	1	1	1610	1
84	1	25	Karte	2	2	2	3	2268	1
84	1	26	Rabe	2	1	1	2	2024	1
84	1	27	Leiter	2	2	2	3	863	1
84	1	28	Seife	1	1	1	1	1786	2
84	1	29	Geige	1	1	1	1	1602	1
84	1	30	Tante	1	1	2	4	1063	6
84	1	31	Hose 	1	1	1	1	2695	1
84	1	32	Zange	2	2	2	3	1542	1
84	1	33	Onkel	2	2	2	3	930	1
84	1	34	Dreieck	2	2	2	3	1443	1
84	1	35	Affe	2	2	2	3	1090	1
84	1	36	Deckel	1	1	1	1	2117	1
84	1	37	Paket	1	1	1	1	2489	1
84	1	38	Ampel	1	1	1	1	1761	1
84	1	39	Tiger	2	2	2	3	861	1
84	1	40	Sportler	2	2	2	3	1487	1
