VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
33	1	1	Zange	2	2	2	3	3822	1
33	1	2	Sofa	1	1	1	1	1649	1
33	1	3	Sportler	2	2	2	3	1846	1
33	1	4	Biene	1	1	1	1	1443	1
33	1	5	Rabe	2	2	2	3	1898	1
33	1	6	Schnecke	1	1	1	1	1404	1
33	1	7	Dreieck	2	2	2	3	2993	1
33	1	8	Tiger	2	2	2	3	1296	1
33	1	9	Pilot	2	2	2	3	1467	1
33	1	10	Igel	2	2	2	3	2247	1
33	1	11	Eimer	2	2	2	3	1514	1
33	1	12	Fliege	2	2	2	3	1736	1
33	1	13	Deckel	1	1	1	1	1486	1
33	1	14	Wecker	2	1	1	2	3008	1
33	1	15	Jacke	2	2	2	3	1359	1
33	1	16	Tante	1	1	1	1	1722	1
33	1	17	Tasche	2	2	2	3	1755	1
33	1	18	Adler	1	1	1	1	1248	1
33	1	19	Maler	1	1	1	1	1261	1
33	1	20	Paket	1	1	1	1	1326	1
33	1	21	Leiter	2	1	1	2	2703	1
33	1	22	Karte	2	2	2	3	4689	1
33	1	23	Fahrer	2	2	2	3	1712	1
33	1	24	Nilpferd	1	1	1	1	1255	1
33	1	25	Nudel	2	2	2	3	1503	1
33	1	26	Onkel	2	1	1	2	3131	1
33	1	27	Geige	1	1	1	1	1578	1
33	1	28	Haifisch	1	1	1	1	1027	1
33	1	29	Flasche	1	1	1	1	1737	1
33	1	30	Auto	2	2	2	3	1780	1
33	1	31	Zeitung	1	1	1	1	2686	1
33	1	32	Seife	1	1	1	1	2459	1
33	1	33	Ampel	1	2	2	4	4173	1
33	1	34	Kirche	2	2	2	3	1420	1
33	1	35	Faden	1	1	1	1	3116	1
33	1	36	Ente	1	1	1	1	3555	1
33	1	37	Raupe	1	1	1	1	2848	1
33	1	38	Katze	1	1	1	1	4171	1
33	1	39	Hose 	1	1	1	1	2820	1
33	1	40	Affe	2	2	2	3	1190	1
