VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
66	1	1	Ampel	1	1	1	1	1586	2
66	1	2	Fahrer	2	1	1	2	2337	1
66	1	3	Zeitung	1	1	1	1	2275	1
66	1	4	Schnecke	1	2	2	4	2065	1
66	1	5	Nilpferd	1	1	1	1	2002	1
66	1	6	Tante	1	1	1	1	2663	1
66	1	7	Ente	1	1	1	1	4428	1
66	1	8	Leiter	2	2	2	3	1645	2
66	1	9	Sofa	1	1	1	1	3841	1
66	1	10	Adler	1	1	1	1	2664	1
66	1	11	Rabe	2	2	2	3	2742	1
66	1	12	Zange	2	2	2	3	1859	1
66	1	13	Maler	1	1	1	1	2985	1
66	1	14	Jacke	2	2	2	3	2108	2
66	1	15	Hose 	1	1	1	1	4215	1
66	1	16	Haifisch	1	1	1	1	2552	1
66	1	17	Dreieck	2	2	2	3	1840	1
66	1	18	Seife	1	1	1	1	3522	1
66	1	19	Kirche	2	2	2	3	1500	1
66	1	20	Raupe	1	2	2	4	2624	1
66	1	21	Biene	1	1	1	1	1716	1
66	1	22	Faden	1	1	1	1	2085	1
66	1	23	Auto	2	2	2	3	1881	1
66	1	24	Igel	2	2	2	3	2603	1
66	1	25	Paket	1	1	1	1	3476	1
66	1	26	Karte	2	2	2	3	1364	1
66	1	27	Onkel	2	2	2	3	1915	1
66	1	28	Sportler	2	1	1	2	2113	1
66	1	29	Geige	1	1	1	1	2280	1
66	1	30	Eimer	2	2	2	3	2418	1
66	1	31	Tiger	2	2	2	3	3003	1
66	1	32	Wecker	2	2	2	3	2130	1
66	1	33	Nudel	2	2	2	3	2195	1
66	1	34	Flasche	1	1	2	4	1721	5
66	1	35	Katze	1	1	1	1	1385	2
66	1	36	Affe	2	2	2	3	1603	1
66	1	37	Pilot	2	1	2	3	2345	7
66	1	38	Fliege	2	1	1	2	3803	1
66	1	39	Tasche	2	1	1	2	2278	1
66	1	40	Deckel	1	1	1	1	2832	1
