VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
79	1	1	Katze	1	99	99	99	99	0
79	1	2	Seife	1	1	1	1	2441	1
79	1	3	Auto	2	2	2	3	1573	1
79	1	4	Sofa	1	1	1	1	2030	3
79	1	5	Hose 	1	1	1	1	335	4
79	1	6	Eimer	2	2	2	3	1711	4
79	1	7	Affe	2	1	1	2	4753	1
79	1	8	Nilpferd	1	1	1	1	2546	1
79	1	9	Pilot	2	2	2	3	1671	1
79	1	10	Flasche	1	2	2	4	2376	1
79	1	11	Leiter	2	2	2	3	3747	1
79	1	12	Karte	2	2	2	3	2436	1
79	1	13	Wecker	2	2	2	3	2194	2
79	1	14	Kirche	2	2	2	3	2091	1
79	1	15	Dreieck	2	2	2	3	2229	1
79	1	16	Tiger	2	2	2	3	1300	3
79	1	17	Fahrer	2	2	2	3	1908	1
79	1	18	Haifisch	1	1	1	1	2229	1
79	1	19	Zange	2	2	2	3	3045	3
79	1	20	Adler	1	1	1	1	2257	2
79	1	21	Igel	2	2	2	3	1217	1
79	1	22	Geige	1	1	1	1	1894	2
79	1	23	Maler	1	1	1	1	1514	1
79	1	24	Onkel	2	1	1	2	1538	1
79	1	25	Schnecke	1	2	2	4	1404	1
79	1	26	Fliege	2	2	2	3	1771	1
79	1	27	Rabe	2	1	1	2	1756	1
79	1	28	Tante	1	1	1	1	1956	1
79	1	29	Faden	1	1	1	1	1529	1
79	1	30	Tasche	2	2	2	3	1847	1
79	1	31	Ampel	1	1	1	1	1733	4
79	1	32	Deckel	1	1	1	1	2594	1
79	1	33	Raupe	1	1	1	1	1932	2
79	1	34	Paket	1	1	1	1	1239	1
79	1	35	Ente	1	1	1	1	50	2
79	1	36	Sportler	2	2	2	3	2025	1
79	1	37	Biene	1	2	2	4	1616	1
79	1	38	Jacke	2	2	2	3	1385	1
79	1	39	Nudel	2	2	2	3	1137	1
79	1	40	Zeitung	1	1	1	1	2033	1
