VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
91	2	1	Zange	2	1	1	3	708	1
91	2	2	Leiter	2	1	1	3	991	1
91	2	3	Pilot	2	1	1	3	646	1
91	2	4	Haifisch	1	2	2	1	1346	1
91	2	5	Sofa	1	2	2	1	1042	1
91	2	6	Schnecke	1	2	2	1	930	1
91	2	7	Flasche	1	2	2	1	835	1
91	2	8	Fahrer	2	1	1	3	1509	1
91	2	9	Maler	1	2	2	1	832	1
91	2	10	Dreieck	2	1	1	3	1295	1
91	2	11	Fliege	2	99	99	99	99	0
91	2	12	Ampel	1	2	2	1	934	1
91	2	13	Eimer	2	1	1	3	959	1
91	2	14	Igel	2	1	1	3	887	1
91	2	15	Deckel	1	1	1	4	3045	1
91	2	16	Katze	1	2	2	1	1628	1
91	2	17	Paket	1	2	2	1	1007	1
91	2	18	Seife	1	2	2	1	1533	1
91	2	19	Onkel	2	1	1	3	1050	1
91	2	20	Nudel	2	1	1	3	661	1
91	2	21	Affe	2	1	1	3	788	1
91	2	22	Hose 	1	2	2	1	1132	1
91	2	23	Geige	1	2	2	1	1204	1
91	2	24	Kirche	2	2	2	2	3296	1
91	2	25	Raupe	1	2	2	1	985	1
91	2	26	Faden	1	2	2	1	1025	1
91	2	27	Karte	2	1	1	3	3157	1
91	2	28	Tasche	2	2	2	2	1383	1
91	2	29	Ente	1	2	2	1	984	1
91	2	30	Auto	2	2	2	2	2047	1
91	2	31	Jacke	2	1	1	3	2692	1
91	2	32	Tante	1	2	2	1	1708	1
91	2	33	Adler	1	2	2	1	954	1
91	2	34	Zeitung	1	2	2	1	1253	1
91	2	35	Wecker	2	1	1	3	1492	1
91	2	36	Rabe	2	2	2	2	904	2
91	2	37	Biene	1	2	2	1	1284	1
91	2	38	Nilpferd	1	2	2	1	802	1
91	2	39	Sportler	2	1	1	3	947	2
91	2	40	Tiger	2	1	1	3	1250	1
