VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
62	1	1	Tiger	2	2	2	3	1511	2
62	1	2	Faden	1	1	1	1	1014	1
62	1	3	Biene	1	1	1	1	912	1
62	1	4	Fliege	2	1	1	2	1033	1
62	1	5	Seife	1	1	1	1	1335	1
62	1	6	Zange	2	2	2	3	2102	1
62	1	7	Geige	1	1	1	1	890	1
62	1	8	Katze	1	1	1	1	1001	1
62	1	9	Paket	1	1	1	1	1199	1
62	1	10	Affe	2	2	2	3	1321	1
62	1	11	Rabe	2	1	1	2	1306	1
62	1	12	Haifisch	1	1	1	1	1109	1
62	1	13	Nilpferd	1	1	1	1	1075	1
62	1	14	Sofa	1	1	1	1	2844	1
62	1	15	Deckel	1	1	1	1	1719	1
62	1	16	Hose 	1	1	1	1	919	1
62	1	17	Dreieck	2	1	1	2	1122	1
62	1	18	Adler	1	1	1	1	946	1
62	1	19	Karte	2	1	1	2	2933	1
62	1	20	Schnecke	1	1	1	1	581	1
62	1	21	Jacke	2	2	2	3	1269	1
62	1	22	Nudel	2	2	2	3	1008	1
62	1	23	Ampel	1	2	2	4	3413	1
62	1	24	Ente	1	2	2	4	1139	1
62	1	25	Maler	1	1	1	1	595	1
62	1	26	Pilot	2	1	1	2	1422	1
62	1	27	Fahrer	2	1	1	2	1045	1
62	1	28	Kirche	2	1	2	3	1097	2
62	1	29	Auto	2	1	1	2	907	1
62	1	30	Leiter	2	2	2	3	845	1
62	1	31	Onkel	2	99	99	99	99	0
62	1	32	Zeitung	1	1	1	1	981	1
62	1	33	Wecker	2	1	1	2	1883	1
62	1	34	Flasche	1	1	1	1	1185	1
62	1	35	Tasche	2	2	2	3	1819	1
62	1	36	Eimer	2	1	1	2	2112	1
62	1	37	Igel	2	2	2	3	1609	1
62	1	38	Tante	1	1	1	1	1487	1
62	1	39	Raupe	1	1	1	1	1126	1
62	1	40	Sportler	2	1	1	2	1115	1
