VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
87	2	1	Katze	1	2	2	1	1586	2
87	2	2	Tasche	2	1	1	3	3259	1
87	2	3	Flasche	1	2	2	1	2678	1
87	2	4	Onkel	2	1	1	3	1160	1
87	2	5	Pilot	2	1	1	3	1538	1
87	2	6	Sofa	1	2	2	1	1586	1
87	2	7	Tante	1	2	2	1	2065	1
87	2	8	Leiter	2	1	1	3	1386	1
87	2	9	Schnecke	1	2	2	1	2561	1
87	2	10	Affe	2	1	1	3	1643	1
87	2	11	Kirche	2	1	1	3	1587	1
87	2	12	Auto	2	1	1	3	1860	1
87	2	13	Ampel	1	2	2	1	2271	1
87	2	14	Ente	1	2	2	1	1795	1
87	2	15	Haifisch	1	2	2	1	1383	1
87	2	16	Rabe	2	2	2	2	1465	1
87	2	17	Dreieck	2	1	1	3	1051	1
87	2	18	Wecker	2	1	1	3	1262	1
87	2	19	Geige	1	2	2	1	1753	1
87	2	20	Nudel	2	1	1	3	4139	1
87	2	21	Eimer	2	2	2	2	1996	1
87	2	22	Faden	1	2	2	1	2033	1
87	2	23	Deckel	1	2	2	1	2140	1
87	2	24	Zeitung	1	2	2	1	1451	1
87	2	25	Adler	1	2	2	1	1875	1
87	2	26	Igel	2	1	1	3	1264	1
87	2	27	Hose 	1	2	2	1	1792	1
87	2	28	Fahrer	2	1	1	3	3532	1
87	2	29	Sportler	2	2	2	2	1270	1
87	2	30	Biene	1	2	2	1	1724	1
87	2	31	Fliege	2	2	2	2	3520	1
87	2	32	Zange	2	1	1	3	1136	1
87	2	33	Tiger	2	1	1	3	1428	1
87	2	34	Nilpferd	1	2	2	1	1592	1
87	2	35	Paket	1	2	2	1	1759	1
87	2	36	Jacke	2	1	1	3	1172	1
87	2	37	Karte	2	1	1	3	2128	1
87	2	38	Raupe	1	2	2	1	1929	1
87	2	39	Maler	1	2	2	1	1901	1
87	2	40	Seife	1	2	2	1	1651	1
