VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
89	1	1	Ampel	1	99	99	99	99	0
89	1	2	Hose 	1	1	1	1	2647	1
89	1	3	Eimer	2	2	2	3	1781	1
89	1	4	Pilot	2	2	2	3	969	1
89	1	5	Rabe	2	2	2	3	2033	1
89	1	6	Katze	1	1	1	1	1116	1
89	1	7	Sofa	1	1	1	1	662	1
89	1	8	Haifisch	1	1	1	1	1484	1
89	1	9	Faden	1	1	1	1	1163	1
89	1	10	Nilpferd	1	1	1	1	892	1
89	1	11	Jacke	2	2	2	3	1811	1
89	1	12	Zeitung	1	1	1	1	1800	1
89	1	13	Biene	1	1	1	1	1631	1
89	1	14	Tiger	2	2	2	3	1118	1
89	1	15	Seife	1	1	1	1	1885	1
89	1	16	Flasche	1	1	1	1	1484	1
89	1	17	Ente	1	2	2	4	3840	1
89	1	18	Nudel	2	2	2	3	1734	1
89	1	19	Fahrer	2	2	2	3	1511	1
89	1	20	Auto	2	2	2	3	1689	1
89	1	21	Leiter	2	2	2	3	1186	1
89	1	22	Adler	1	1	1	1	1059	1
89	1	23	Paket	1	1	1	1	1197	1
89	1	24	Kirche	2	2	2	3	1008	1
89	1	25	Raupe	1	1	1	1	1143	1
89	1	26	Igel	2	2	2	3	1369	1
89	1	27	Deckel	1	1	1	1	1895	1
89	1	28	Dreieck	2	2	2	3	1359	1
89	1	29	Tante	1	1	1	1	1070	1
89	1	30	Schnecke	1	1	1	1	1119	1
89	1	31	Affe	2	2	2	3	784	1
89	1	32	Karte	2	2	2	3	1203	1
89	1	33	Sportler	2	2	2	3	1246	1
89	1	34	Fliege	2	2	2	3	1258	1
89	1	35	Zange	2	2	2	3	900	1
89	1	36	Onkel	2	1	2	3	927	2
89	1	37	Wecker	2	1	2	3	2174	2
89	1	38	Maler	1	1	1	1	1254	3
89	1	39	Tasche	2	2	2	3	1153	1
89	1	40	Geige	1	1	1	1	1392	1
