VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
58	1	1	Faden	1	1	1	1	662	5
58	1	2	Tiger	2	2	2	3	804	3
58	1	3	Deckel	1	1	1	1	1075	3
58	1	4	Biene	1	1	1	1	919	4
58	1	5	Flasche	1	1	1	1	1010	3
58	1	6	Igel	2	2	2	3	984	3
58	1	7	Rabe	2	2	2	3	1035	7
58	1	8	Sofa	1	1	1	1	1225	6
58	1	9	Jacke	2	2	2	3	1254	8
58	1	10	Leiter	2	2	2	3	1131	7
58	1	11	Fahrer	2	2	2	3	1081	11
58	1	12	Paket	1	1	1	1	871	8
58	1	13	Karte	2	1	1	2	1311	1
58	1	14	Katze	1	1	1	1	1316	1
58	1	15	Kirche	2	2	2	3	864	1
58	1	16	Ente	1	1	1	1	1070	1
58	1	17	Adler	1	1	1	1	1375	1
58	1	18	Fliege	2	1	2	3	1465	2
58	1	19	Zange	2	1	2	3	1230	11
58	1	20	Dreieck	2	2	2	3	19	3
58	1	21	Nilpferd	1	1	1	1	1727	4
58	1	22	Tante	1	1	1	1	1705	7
58	1	23	Maler	1	1	1	1	1637	5
58	1	24	Affe	2	1	2	3	144	7
58	1	25	Tasche	2	2	2	3	1537	1
58	1	26	Haifisch	1	1	1	1	1085	1
58	1	27	Raupe	1	1	1	1	1189	1
58	1	28	Ampel	1	1	1	1	1035	1
58	1	29	Auto	2	2	2	3	939	1
58	1	30	Seife	1	1	1	1	1222	1
58	1	31	Wecker	2	2	2	3	1326	1
58	1	32	Pilot	2	2	2	3	1042	5
58	1	33	Schnecke	1	1	1	1	1552	6
58	1	34	Onkel	2	1	2	3	695	4
58	1	35	Nudel	2	2	2	3	867	4
58	1	36	Hose 	1	1	1	1	2305	3
58	1	37	Eimer	2	2	2	3	1077	2
58	1	38	Sportler	2	1	1	2	2106	1
58	1	39	Geige	1	1	1	1	970	3
58	1	40	Zeitung	1	1	1	1	2533	1
