VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
86	2	1	Raupe	1	2	2	1	1820	2
86	2	2	Biene	1	2	2	1	1211	1
86	2	3	Karte	2	1	1	3	2861	1
86	2	4	Onkel	2	1	1	3	813	1
86	2	5	Auto	2	1	1	3	701	1
86	2	6	Zeitung	1	2	2	1	1140	1
86	2	7	Igel	2	1	1	3	632	1
86	2	8	Wecker	2	1	1	3	1069	1
86	2	9	Dreieck	2	1	2	2	887	2
86	2	10	Fliege	2	1	1	3	2240	4
86	2	11	Schnecke	1	2	2	1	1224	1
86	2	12	Haifisch	1	2	2	1	1352	1
86	2	13	Sportler	2	1	1	3	995	2
86	2	14	Ente	1	2	2	1	1350	3
86	2	15	Geige	1	2	2	1	2135	1
86	2	16	Leiter	2	2	2	2	1186	1
86	2	17	Ampel	1	1	1	4	1235	4
86	2	18	Tasche	2	1	1	3	1269	7
86	2	19	Tante	1	2	2	1	1486	12
86	2	20	Deckel	1	2	2	1	2336	1
86	2	21	Sofa	1	2	2	1	1055	1
86	2	22	Hose 	1	2	2	1	838	10
86	2	23	Eimer	2	1	1	3	1042	9
86	2	24	Jacke	2	1	1	3	1007	9
86	2	25	Maler	1	2	2	1	1009	10
86	2	26	Pilot	2	1	1	3	1301	9
86	2	27	Paket	1	2	2	1	1619	9
86	2	28	Affe	2	2	1	3	52	10
86	2	29	Adler	1	1	2	1	414	19
86	2	30	Katze	1	2	2	1	109	8
86	2	31	Faden	1	2	2	1	1278	16
86	2	32	Nilpferd	1	2	2	1	147	16
86	2	33	Fahrer	2	1	1	3	1271	1
86	2	34	Kirche	2	1	1	3	1574	7
86	2	35	Flasche	1	1	2	1	1438	10
86	2	36	Zange	2	2	2	2	62	15
86	2	37	Nudel	2	1	1	3	1028	7
86	2	38	Rabe	2	1	1	3	1148	8
86	2	39	Seife	1	2	2	1	1372	13
86	2	40	Tiger	2	2	1	3	1219	9
