VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
56	2	1	Onkel	2	2	2	2	1155	2
56	2	2	Igel	2	1	1	3	1216	1
56	2	3	Zeitung	1	2	2	1	2180	1
56	2	4	Faden	1	1	1	4	1238	1
56	2	5	Ampel	1	2	2	1	1776	1
56	2	6	Seife	1	1	1	4	4141	1
56	2	7	Nilpferd	1	2	2	1	1243	1
56	2	8	Paket	1	1	1	4	2495	1
56	2	9	Deckel	1	2	2	1	1029	1
56	2	10	Zange	2	1	1	3	934	1
56	2	11	Tante	1	1	1	4	2542	1
56	2	12	Biene	1	2	2	1	1199	1
56	2	13	Karte	2	1	1	3	986	1
56	2	14	Katze	1	2	2	1	1109	1
56	2	15	Leiter	2	1	1	3	857	1
56	2	16	Maler	1	99	99	99	99	0
56	2	17	Eimer	2	2	2	2	3750	1
56	2	18	Haifisch	1	2	2	1	3073	1
56	2	19	Dreieck	2	1	1	3	863	1
56	2	20	Tasche	2	1	1	3	2144	1
56	2	21	Jacke	2	1	1	3	2674	1
56	2	22	Hose 	1	2	2	1	1162	1
56	2	23	Raupe	1	2	2	1	1875	1
56	2	24	Auto	2	1	1	3	2333	1
56	2	25	Affe	2	1	1	3	1240	1
56	2	26	Schnecke	1	2	2	1	868	1
56	2	27	Wecker	2	1	1	3	3010	1
56	2	28	Sportler	2	1	1	3	1666	1
56	2	29	Sofa	1	2	1	4	991	2
56	2	30	Pilot	2	1	1	3	1521	1
56	2	31	Nudel	2	1	1	3	1099	1
56	2	32	Fliege	2	1	1	3	1474	1
56	2	33	Geige	1	2	2	1	827	1
56	2	34	Flasche	1	2	2	1	1286	1
56	2	35	Adler	1	2	2	1	1810	1
56	2	36	Ente	1	1	1	4	1543	1
56	2	37	Tiger	2	1	1	3	1620	1
56	2	38	Rabe	2	2	2	2	3488	1
56	2	39	Fahrer	2	1	1	3	1468	1
56	2	40	Kirche	2	1	1	3	1441	1
