VP	Resp_Config	Trial	Wort	Exp_Resp	First_Resp	Last_Resp	Recognition	RT_first_resp	resp_count
40	1	1	Karte	2	2	2	3	1951	1
40	1	2	Paket	1	1	1	1	2569	1
40	1	3	Kirche	2	2	2	3	1969	1
40	1	4	Ente	1	2	2	4	1686	1
40	1	5	Raupe	1	2	2	4	1659	1
40	1	6	Geige	1	1	1	1	1675	1
40	1	7	Flasche	1	1	1	1	3653	1
40	1	8	Eimer	2	2	2	3	1128	1
40	1	9	Ampel	1	2	2	4	2257	1
40	1	10	Onkel	2	2	2	3	934	1
40	1	11	Seife	1	1	1	1	1231	1
40	1	12	Rabe	2	2	1	2	2612	2
40	1	13	Zeitung	1	1	1	1	1219	1
40	1	14	Affe	2	2	2	3	1091	1
40	1	15	Haifisch	1	1	1	1	1398	1
40	1	16	Tasche	2	1	1	2	1258	1
40	1	17	Katze	1	1	1	1	1299	1
40	1	18	Tiger	2	2	2	3	960	1
40	1	19	Dreieck	2	2	2	3	697	1
40	1	20	Jacke	2	2	2	3	1041	1
40	1	21	Maler	1	1	1	1	884	2
40	1	22	Fliege	2	2	2	3	1088	1
40	1	23	Wecker	2	2	2	3	1129	1
40	1	24	Leiter	2	1	2	3	2290	2
40	1	25	Nilpferd	1	1	1	1	2335	1
40	1	26	Auto	2	2	2	3	676	1
40	1	27	Zange	2	2	2	3	2160	1
40	1	28	Faden	1	1	1	1	1522	1
40	1	29	Tante	1	1	1	1	1484	1
40	1	30	Nudel	2	2	1	2	1257	2
40	1	31	Adler	1	1	1	1	1432	1
40	1	32	Pilot	2	2	2	3	1541	1
40	1	33	Deckel	1	1	1	1	2656	1
40	1	34	Biene	1	1	1	1	3173	1
40	1	35	Sofa	1	1	1	1	1904	1
40	1	36	Igel	2	2	2	3	1865	1
40	1	37	Hose 	1	1	1	1	2637	1
40	1	38	Sportler	2	2	2	3	1532	2
40	1	39	Schnecke	1	1	2	4	3824	2
40	1	40	Fahrer	2	2	2	3	1187	1
